Js=https://clonglii.serv00.net/user_data/youtube020.js?t=1719035247000
ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36
靖天映画,https://litv.zapi.us.kg/?id=4gtv-4gtv055
东森洋片,http://50.7.234.10:8278/ettvwestern/playlist.m3u8?tid=MB7B8303252483032524&ct=19249&tsum=14f89967cdf6c504230be29a87cc54f0
东森洋片,http://50.7.234.10:8278/ettvwestern/playlist.m3u8?tid=mfdfc048e6c2416337202&ct=17874&tsum=cad39b26202d525ea820bee1d69e545f
好莱坞电影,http://211.72.65.236:8554/.m3u8
東森電影,P2p://generationnexxxt.com:19806/90fe82037af64fd3bfc08879b08f3e2f
東森戲劇,http://211.23.114.106:8530/http/60.251.39.91:8081/hls/64/806/ch13.m3u8
東森戲劇,http://211.72.65.236:8530/.m3u8
東森超视,rtmp://220.130.201.73/sat/tv331
影迷數位電影,https://litv.zapi.us.kg/?id=4gtv-4gtv011
影迷數位電影,https://z88.ubtvfans.com/live/rx2/497/47e377774e7d0a3ce07f99ff309032a4/index.m3u8
靖天日本台,https://litv.zapi.us.kg/?id=4gtv-4gtv047
緯來日本,http://50.7.234.10:8278/videolandjapan/playlist.m3u8?tid=MBAB7250273772502737&ct=19344&tsum=2b580b485643235654de4a1bbc9639cb
緯來日本,http://211.72.65.236:8537/.m3u8
緯來育樂,http://211.23.114.106:8527/http/60.251.39.91:8081/hls/67/809/ch26.m3u8
緯來戲劇,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8533/.m3u8
緯來電影,http://211.72.65.236:8579/.m3u8
緯來電影,http://211.72.65.236:8550/http/116.50.42.19:8081/hls/74/816/ch54.m3u8
緯來電影,http://211.72.65.236:8550/.m3u8
緯來精彩,http://61.221.215.25:8800/hls/48/index.m3u8
緯來精彩,https://z88.ubtvfans.com/live/rx1/2280/c21d1805875193b4cc64293a1f26d08d/index.m3u8
Now星影,https://tv.mytvsuper.xyz/1/xingyingtai/xingying.m3u8
龍翔時代,http://50.7.234.10:8278/cb7a1fec69/playlist.m3u8?tid=md05ab4002297&ct=18335&tsum=ebe4254ee0e073c2d3c9789e679c00a5
龍翔時代,https://z88.ubtvfans.com/live/rx3/1175/860407d45c27ef02f31601276cac3e71/index.m3u8
龍華日韓,http://37.27.111.214:8080/live/42/hls.m3u8
龍華日韓,http://aktv.top/AKTV/live/aktv/null-22/AKTV.m3u8
龍華日韓,https://litv.zapi.us.kg/?id=litv-longturn11
龍華洋片,http://50.7.234.10:8278/lunghuawestern_twn/playlist.m3u8?tid=MC1C3944472239444722&ct=19226&tsum=99c0c7c82e2fc48b16605865c3eaeb82
龍華偶像,https://litv.zapi.us.kg/?id=litv-longturn12
龍華經典,https://litv.zapi.us.kg/?id=litv-longturn21
龍華經典,http://aktv.top/AKTV/live/aktv/null-7/AKTV.m3u8
龍華電影,http://aktv.top/AKTV/live/aktv/null-23/AKTV.m3u8
龍華電影,http://37.27.111.214:8080/live/19/hls.m3u8
龍華戲劇,http://37.27.111.214:8080/live/41/hls.m3u8
美亞電影,http://aktv.top/AKTV/live/aktv/hk-1/AKTV.m3u8
DW,http://125.227.210.55:42534/VideoInput/play.ts
CATCHPLAY电影台,https://litv.zapi.us.kg/?id=4gtv-4gtv076
MoMo综合,rtmp://f13h.mine.nu/sat/tv761
MTV,http://61.221.215.25:8080/live/25/hls.m3u8 
TVBS歡樂台,http://37.27.111.214:8080/live/24/hls.m3u8
美剧解说轮播,http://cfss.cc/cdn/dyu/9643264.m3u8
经典美剧解说,http://cfss.cc/cdn/dyu/9123570.m3u8
TVB粵語片,https://z88.ubtvfans.com/live/rx1/1589/1624461c43c7c271178724c93a0d5808/index.m3u8
公視戲劇,http://shuma004.chunfengyun.top:8080/live/87/hls.m3u8
公視戲劇,http://50.7.234.10:8278/ctv_taiwan/playlist.m3u8?ct=17990&tid=13765524&tsum=03eb77c1c186944b97737f14e95076c0
天才_衝衝衝,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV26.m3u8
hokkotv,http://37.27.111.214:8080/live/1/hls.m3u8
布袋戏,http://shuma004.chunfengyun.top:8080/live/93/hls.m3u8
犯罪調查,http://shuma004.chunfengyun.top:8080/live/29/hls.m3u8 
倒帶電視網,http://shuma004.chunfengyun.top:8080/live/28/hls.m3u8 
原住民電視台,http://shuma004.chunfengyun.top:8080/live/2/hls.m3u8 
飢餓遊戲,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV81.m3u8
中華小當家,http://61.221.215.25:8800/hls/40/index.m3u8
豬哥會社,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV73.m3u8
番薯音乐,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8
靖天卡通台,https://litv.zapi.us.kg/?id=4gtv-4gtv044



體育頻道,#genre#
緯來體育,http://125.227.210.55:8155/VideoInput/play.ts
緯來體育,rtmp://f13h.mine.nu/sat/tv721
緯來體育,https://cloud.yumixiu768.com/tmp/123.m3u8
緯來體育,http://50.7.234.10:8278/videolandsport/playlist.m3u8?tid=MD2D5343800653438006&ct=19234&tsum=1be724fb8246abfedaf2bd088ec98f03
愛爾達體育1,http://50.7.234.10:8278/eltasport_twn/playlist.m3u8?tid=md3567b35401611916221&ct=17874&tsum=be2a069324faa7f0737ca0d396d43745
ELTA體育3,rtmp://f13h.mine.nu/sat/md041
ELTA體育2,rtmp://f13h.mine.nu/sat/md011
ELTA體育1,rtmp://f13h.mine.nu/sat/md051
博斯運動2,rtmp://twcdn.top/sat/md021
ELEVEN1體育,rtmp://twcdn.top/sat/tv731
ELEVEN2體育,rtmp://twcdn.top/sat/tv741
博斯高球,http://37.27.111.214:8080/live/13/hls.m3u8
博斯無限,http://37.27.111.214:8080/live/15/hls.m3u8
博斯無限2,https://litv.zapi.us.kg/?id=litv-longturn10
博斯網球,https://litv.zapi.us.kg/?id=litv-longturn09
博斯魅力,https://litv.zapi.us.kg/?id=litv-longturn04


紀實頻道,#genre#
幸福空間,http://rjy.x3322.net:5000/4gtv/168
幸福空間,https://www.4gtv.tv/channel/4gtv-live206?set=1&ch=168
TLC,http://50.7.234.10:8278/tlc_twn/playlist.m3u8?tid=MA0A5904082259040822&ct=19226&tsum=8fa7deead1d4b260825af15bc7378132
TLC,http://50.7.234.10:8278/tlc_twn/playlist.m3u8?tid=MA0A5904082259040822&ct=19226&tsum=8fa7deead1d4b260825af15bc7378132
TLC,http://211.72.65.236:8511/.m3u8
TLC Canada,https://z88.ubtvfans.com/live/rx4/1262/adc7d3ca892336cdf136b5486b00239f/index.m3u8
ELTA生活旅游,http://37.27.111.214:8080/live/85/hls.m3u8
ELTA生活旅游,http://rjy.x3322.net:5000/4gtv/237
大陸尋奇,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV71.m3u8
民視旅遊,https://sqrxz.us.kg/proxy/http://rjy.x3322.net:5000/litv/litv-ftv07
MIT台灣誌,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV42.m3u8
食尚玩家,http://125.227.210.55:8187/VideoInput/play.ts
Discovery,http://125.227.210.55:8154/VideoInput/play.ts
History,http://37.27.111.214:8080/live/27/hls.m3u8
荒野求生,https://live.iill.top/huya/593667
東方國際AKtv,http://aktv.top/AKTV/live/aktv3/null/AKTV.m3u8
國家地理AKtv,http://aktv.top/AKTV/live/aktv3/lovenaturehd/AKTV.m3u8
动物星球,http://61.221.215.25:8800/hls/57/index.m3u8
ZooMoo-AKtv,http://aktv.top/AKTV/live/aktv3/zoomoo/AKTV.m3u8
地理野生動物,http://168.119.255.170/403/video.m3u8?token=M4f082ab4c
亞洲旅遊台,http://rjy.x3322.net:5000/litv/litv-longturn17
亞洲旅遊台,http://61.221.215.25:8800/hls/50/index.m3u8
LUXE TV,http://rjy.x3322.net:5000/4gtv/175
LOVENATURE 4K,https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8
時尚FTV,http://80.94.54.42/fashiontv/stream/playlist.m3u8
動物世界,http://61.221.215.25:8800/hls/57/index.m3u8
國家地理,http://168.119.255.170/402/video.m3u8?token=M4f082ab4c
探索亞洲,http://61.221.215.25:8800/hls/50/index.m3u8
探索亞洲,http://125.227.210.55:8154/VideoInput/play.ts
探案電影頻道,http://37.27.111.214:8080/live/11/hls.m3u8
LUXETV,http://37.27.111.214:8080/live/86/hls.m3u8



大陸頻道,#genre#
CCTV1,http://8.138.90.107/公众号【睡眼迷离的猫】/migu.php?id=cctv1
CCTV1,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010144/1.m3u8
CCTV2,http://8.138.90.107/公众号【睡眼迷离的猫】/migu.php?id=cctv2
CCTV2,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010211/1.m3u8
CCTV3,http://8.138.90.107/公众号【睡眼迷离的猫】/migu.php?id=cctv3
CCTV3,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010212/1.m3u8
CCTV4,http://8.138.90.107/公众号【睡眼迷离的猫】/migu.php?id=cctv4
CCTV4,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010017/1.m3u8
CCTV4欧洲,http://8.138.90.107/公众号【睡眼迷离的猫】/migu.php?id=cctv4o
CCTV4美洲,http://8.138.90.107/公众号【睡眼迷离的猫】/migu.php?id=cctv4a
CCTV5,http://8.138.90.107/公众号【睡眼迷离的猫】/migu.php?id=cctv5
CCTV5,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010145/1.m3u8
CCTV5+,http://8.138.90.107/公众号【睡眼迷离的猫】/migu.php?id=cctv5p
CCTV5+,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010202/1.m3u8
CCTV6,http://8.138.90.107/公众号【睡眼迷离的猫】/migu.php?id=cctv6
CCTV6,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010214/1.m3u8
CCTV7,http://8.138.90.107/公众号【睡眼迷离的猫】/migu.php?id=cctv7
CCTV7,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010215/1.m3u8
CCTV8,http://8.138.90.107/公众号【睡眼迷离的猫】/migu.php?id=cctv8
CCTV8,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010216/1.m3u8
CCTV9,http://8.138.90.107/公众号【睡眼迷离的猫】/migu.php?id=cctv9
CCTV9,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010217/1.m3u8
CCTV10,http://8.138.90.107/公众号【睡眼迷离的猫】/migu.php?id=cctv10
CCTV10,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010203/1.m3u8
CCTV11,http://8.138.90.107/公众号【睡眼迷离的猫】/migu.php?id=cctv11
CCTV11,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010092/1.m3u8
CCTV12,http://8.138.90.107/公众号【睡眼迷离的猫】/migu.php?id=cctv12
CCTV12,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010205/1.m3u8
CCTV13,http://8.138.90.107/公众号【睡眼迷离的猫】/migu.php?id=cctv13
CCTV13,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010093/1.m3u8
CCTV14,http://8.138.90.107/公众号【睡眼迷离的猫】/migu.php?id=cctv14
CCTV14,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010207/1.m3u8
CCTV15,http://8.138.90.107/公众号【睡眼迷离的猫】/migu.php?id=cctv15
CCTV15,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010094/1.m3u8
CCTV16,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010142/1.m3u8
CCTV17,http://8.138.90.107/公众号【睡眼迷离的猫】/migu.php?id=cctv17
CCTV17,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010210/1.m3u8
厦门卫视,http://php.jdshipin.com/TVOD/gsyd.php?id=9900000058
厦门卫视,http://1b6467f415.iok.la:9931/tsfile/live/1093_1.m3u8
厦门卫视,http://220.164.192.48:50085/tsfile/live/1004_1.m3u8
厦门卫视,http://125.70.181.206:4000/udp/239.93.42.57:5140
厦门卫视,http://124.128.73.58:9901/tsfile/live/0129_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://php.jdshipin.com/TVOD/gsyd.php?id=9900000518
东方卫视,http://60.223.224.176:8888/newlive/live/hls/19/live.m3u8
东方卫视,http://111.61.236.247:9081/hls/40/index.m3u8
东方卫视,http://123.182.60.29:9002/hls/41/index.m3u8
东方卫视,http://120.224.178.16:9901/tsfile/live/0122_1.m3u8
东南卫视,http://php.jdshipin.com/TVOD/gsyd.php?id=9900000519
东南卫视,http://221.0.78.198:1681/hls/10240/index.m3u8
东南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
东南卫视,http://123.166.61.70:8003/hls/53/index.m3u8
东南卫视,http://171.38.25.112:8181/tsfile/live/0137_1.m3u8
湖南卫视,http://php.jdshipin.com/TVOD/gsyd.php?id=9900000523
湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8
湖南国际,http://php.jdshipin.com/TVOD/iptv.php?id=hngj
湖南娱乐,http://php.jdshipin.com/TVOD/iptv.php?id=hnyl
云南卫视,http://php.jdshipin.com/TVOD/gsyd.php?id=9900000035
江苏卫视,http://php.jdshipin.com/TVOD/gsyd.php?id=9900000524
江苏卫视,http://111.61.236.247:9081/hls/26/index.m3u8
江苏卫视,http://121.24.98.232:8090/hls/38/index.m3u8
江苏卫视,http://59.173.243.210:9901/tsfile/live/1023_1.m3u8
江苏卫视,http://60.223.224.176:8888/newlive/live/hls/21/live.m3u8
浙江卫视,http://php.jdshipin.com/TVOD/gsyd.php?id=9900000531
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
广东卫视,http://php.jdshipin.com/TVOD/gsyd.php?id=9900000520
深圳卫视,http://php.jdshipin.com/TVOD/gsyd.php?id=9900000529
深圳财经生活,http://php.jdshipin.com/TVOD/iptv.php?id=szcjsh
广西卫视,http://php.jdshipin.com/TVOD/gsyd.php?id=9900000034
天津卫视,http://php.jdshipin.com/TVOD/gsyd.php?id=9900000530
天津卫视,http://111.61.236.247:9081/hls/29/index.m3u8
天津卫视,http://123.166.61.70:8003/hls/57/index.m3u8
天津卫视,http://121.24.98.154:8090/hls/33/index.m3u8
天津卫视,http://vod.hnqczh.cn:808/hls/26/index.m3u8
北京卫视,http://php.jdshipin.com/TVOD/gsyd.php?id=9900000516
北京卫视,http://221.0.78.198:1681/hls/10230/index.m3u8
北京卫视,http://121.24.98.232:8090/hls/32/index.m3u8
北京卫视,http://219.147.200.9:18080/newlive/live/hls/26/live.m3u8
北京卫视,http://111.61.236.247:9081/hls/28/index.m3u8
纪实科教,http://[2409:8087:1a09:df::401d]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225729/1.m3u8?icpid=88888888&from=5&hms_devid=980&online=1720054946&vqe=3
辽宁卫视,http://php.jdshipin.com/TVOD/gsyd.php?id=9900000526
辽宁卫视,http://[2409:8087:1a09:df::401d]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225619/1.m3u8?icpid=88888888&from=5&hms_devid=980&online=1720054946&vqe=3
重庆卫视,http://php.jdshipin.com/TVOD/gsyd.php?id=9900000517
重庆卫视,http://123.166.61.70:8003/hls/62/index.m3u8
重庆卫视,http://111.61.236.247:9081/hls/41/index.m3u8
重庆卫视,http://120.76.248.139/live/bfgd/4200000107.m3u8
重庆卫视,http://123.182.60.29:9002/hls/42/index.m3u8
河南卫视,http://php.jdshipin.com/TVOD/gsyd.php?id=9900000027
河北卫视,http://219.147.200.9:18080/newlive/live/hls/38/live.m3u8
河北卫视,http://php.jdshipin.com/TVOD/gsyd.php?id=9900000057
河北卫视,http://1b6467f415.iok.la:9931/tsfile/live/1074_1.m3u8
河北卫视,http://124.128.73.58:9901/tsfile/live/0117_1.m3u8
河北卫视,http://121.24.98.154:8090/hls/25/index.m3u8
山东卫视,http://php.jdshipin.com/TVOD/gsyd.php?id=9900000527
山东卫视,http://123.182.60.29:9002/hls/32/index.m3u8
山东卫视,http://121.24.98.232:8090/hls/39/index.m3u8
山东卫视,http://111.61.236.247:9081/hls/31/index.m3u8
山东卫视,http://120.224.178.16:9901/tsfile/live/0127_1.m3u8
山西卫视,http://121.24.98.232:8090/hls/35/index.m3u8
山西卫视,http://219.147.200.9:18080/newlive/live/hls/40/live.m3u8
山西卫视,http://111.61.236.247:9081/hls/47/index.m3u8
山西卫视,http://60.223.224.176:8888/newlive/live/hls/43/live.m3u8
山西卫视,http://121.24.98.154:8090/hls/35/index.m3u8
陕西卫视,http://110.53.52.63:8888/newlive/live/hls/40/live.m3u8
陕西卫视,http://121.24.98.232:8090/hls/86/index.m3u8
陕西卫视,http://202.100.46.58:9901/tsfile/live/1017_1.m3u8
陕西卫视,http://111.61.236.247:9081/hls/46/index.m3u8
陕西卫视,http://124.128.73.58:9901/tsfile/live/0136_1.m3u8
安徽卫视,http://219.147.200.9:18080/newlive/live/hls/43/live.m3u8
湖北卫视,http://php.jdshipin.com/TVOD/gsyd.php?id=9900000522
湖北卫视,http://111.61.236.247:9081/hls/39/index.m3u8
湖北卫视,http://123.182.60.29:9002/hls/40/index.m3u8
湖北卫视,http://110.7.128.156:8096/tsfile/live/0132_1.m3u8
湖北卫视,http://vod.hnqczh.cn:808/hls/33/index.m3u8
第一财经,http://php.jdshipin.com/itv6s.php?cid=bestzb&id=5000000010000027146
东方财经,http://php.jdshipin.com/itv6.php?cid=bestzb&id=5000000007000010003
环球旅游,http://enlen.vip:4022/udp/239.200.201.175:8652



VIP頻道,#genre#
🈲驚艷臺,http://125.227.210.55:8156/VideoInput/play.ts
🍌香蕉臺,http://125.227.210.55:8159/VideoInput/play.ts
🍌香蕉臺,http://18.svi-studio.com:80/live/176619383282/537544338952/4.m3u8
👅奧視🔞3,http://125.227.210.55:8917/VideoInput/play.ts
🔮奧視2,http://125.227.210.55:55643/VideoInput/play.ts
麻豆影畫,http://125.227.210.55:51359/VideoInput/play.ts
松視1(18),P2p://147.135.39.171:9906/5e9e806400061219c0ba862b0384014c.ts
松視1(18),http://18.svi-studio.com/live/176619383282/537544338952/5.m3u8
松視1(p3p),p3p://167.114.175.6:42803/5fe445280008a40682a0367c343436bb
松視1(p3p),p3p://108.181.20.159:75234/5fe445280008a40682a0367c343436bb
松視2(p3p),p3p://108.181.20.159:75234/60232b5f00007bc37850649979e379df
松視2(18),https://z100.cdn2020.com/video/m3u8/2020/07/23/7029e94d/index.m3u8
松視2(18),http://live.redtraffic.xyz:80/bigtits.m3u8
松視3(18),http://18.svi-studio.com:8880/live/271871095922/006886711863/20205.m3u8
松視3(18),http://18.svi-studio.com/live/176619383282/537544338952/20205.m3u8
强欲少妇开脚勾引修理工-季妍希,https://t21.cdn2020.com/video/m3u8/2023/04/14/2b3b9462/index.m3u8
厨师到你家,https://t21.cdn2020.com/video/m3u8/2023/03/31/082defcd/index.m3u8
爱的心理辅导,https://t21.cdn2020.com/video/m3u8/2023/04/25/9512857a/index.m3u8
家庭代理服务-百永さりな,https://t21.cdn2020.com/video/m3u8/2023/04/02/176dc53b/index.m3u8
不爱穿内裤的远房表姐,https://t21.cdn2020.com/video/m3u8/2023/04/25/4658efff/index.m3u8
瑜伽球上的姐姐,https://t21.cdn2020.com/video/m3u8/2023/04/24/ba3d319f/index.m3u8
长腿大奶的民宿老板娘,https://t21.cdn2020.com/video/m3u8/2023/04/02/c7269f70/index.m3u8
汽车教练之爱的教导,https://t21.cdn2020.com/video/m3u8/2023/03/04/6883d40a/index.m3u8
不停玩弄妹妹,https://t21.cdn2020.com/video/m3u8/2023/02/19/232a5721/index.m3u8
当着大哥的面前玩弄大嫂,https://t21.cdn2020.com/video/m3u8/2023/02/15/e8ef5393/index.m3u8
极乐修仙者,https://t21.cdn2020.com/video/m3u8/2023/04/11/75a9da10/index.m3u8
癡漢的指技,https://jable.tv/videos/midv-359/
蜜桃成熟时33D,https://v5.jindangao.com/jj/j4/11/hls/index.m3u8
蜜桃成熟时3之蜜桃仙子,https://v5.jindangao.com/jj/j4/13/hls/index.m3u8
燕妇转世1,https://v5.jindangao.com/fff/ff9/23/hls/index.m3u8
燕妇转世2,https://t21.cdn2020.com/video/m3u8/2023/04/21/8412f611/index.m3u8
兽生秀惑之赤果生游戏2000,https://v6.jindangao.com/hj/hj2/hj23/25/hls/index.m3u8
屠夫,https://v6.jindangao.com/hj/hj2/hj24/38/hls/index.m3u8
贴身保镖,https://v6.jindangao.com/hj/hj2/hj24/31/hls/index.m3u8
舒淇早期激青合集,https://v6.jindangao.com/hj/hj2/hj25/36/hls/index.m3u8
燕鬼冤魂,https://v6.jindangao.com/hj/hj2/hj27/34/hls/index.m3u8
夜半思孚時,https://v6.jindangao.com/hj/hj2/hj28/1/hls/index.m3u8
越轨之狼完整版,https://v6.jindangao.com/hj/hj2/hj29/12/hls/index.m3u8
外文初夜青,https://v6.jindangao.com/hj/hj1/hj3/22/hls/index.m3u8
我为卿狂,https://v5.jindangao.com/fff/ff7/21/hls/index.m3u8
水浒传之英雄好摄,https://v5.jindangao.com/gg/g9/23/hls/index.m3u8
玉火狂蜜,https://v6.jindangao.com/hj/hj2/hj28/44/hls/index.m3u8
满清十大酷刑,https://v5.jindangao.com/jj/j1/46/hls/index.m3u8
剑奴,https://v5.jindangao.com/ff/f4/4/hls/index.m3u8
婚前试爱,https://v5.jindangao.com/ff/f2/7/hls/index.m3u8
我来自北京,https://v5.jindangao.com/fff/ff7/8/hls/index.m3u8
竹本玉蒲团,https://v5.jindangao.com/fff/ff0/38/hls/index.m3u8
人肉叉烧包,https://v6.jindangao.com/v26/26/600kb/hls/index.m3u8
生气功之探秘,https://v5.jindangao.com/hh/h2/17/hls/index.m3u8
青楼十二户国粤双语,https://v5.jindangao.com/nn/n9/51/hls/index.m3u8
与蛇共舞,https://v5.jindangao.com/hh/h6/27/hls/index.m3u8
聊斋花弄月,https://v5.jindangao.com/eee/ee10/14/hls/index.m3u8
风月奇谭,https://v5.jindangao.com/ll/l5/38/hls/index.m3u8
唐朝禁宫风月,https://v5.jindangao.com/gg/g10/26/hls/index.m3u8
摄玉怪谈之魔奸赢者,https://v5.jindangao.com/gg/g5/21/hls/index.m3u8
赢魔暴行,https://v5.jindangao.com/oo/o10/18/hls/index.m3u8
樱花劫,https://v5.jindangao.com/hh/h7/24/hls/index.m3u8
天微科技,https://vd2.bdstatic.com/mda-maqfk730tsig88wr/v2-hknm/1080p/mda-maqfk730tsig88wr.mp4
茅山斗降头,https://v5.jindangao.com/ff/f10/31/hls/index.m3u8
生的厉鬼,https://v5.jindangao.com/eee/ee1/23/hls/index.m3u8
降头2007,https://v5.jindangao.com/ff/f4/8/hls/index.m3u8
五行鬼尸,https://v5.jindangao.com/oo/o8/19/hls/index.m3u8
香帅传奇之天一神油,https://v5.jindangao.com/kk/k1/28/hls/index.m3u8
愉青宝鉴生爱三十六户,https://v5.jindangao.com/fff/ff0/32/hls/index.m3u8
浮世风青绘,https://v5.jindangao.com/xx/x2/22/hls/index.m3u8
武松1982,https://v5.jindangao.com/ee/e1/12/hls/index.m3u8
邪斗邪,https://v5.jindangao.com/oo/o8/46/hls/index.m3u8
催花神龙教,https://v5.jindangao.com/ll/l1/38/hls/index.m3u8
摄咒邪灵燕降勾魂,https://v5.jindangao.com/oo/o7/1/hls/index.m3u8




📻湾湾频道👉P2p,#genre#
TVBS,P2p://starvod.xyz:19806/ba7cc8bc72374530afab9a7661bee93f
TVBS欢乐台,P2p://starvod.xyz:19806/0252114e563f47b68663270b4cca4726
TVBS精采台,P2p://starvod.xyz:19806/ded68df291bb403a9b077d0c6e27d965
TVBS新闻台,P2p://starvod.xyz:19806/2d8677ecc37c49819fa2a9a9e663fee5
东风卫视,P2p://starvod.xyz:19806/6740a0340004d55624b59c6a7c6c53e8
东森财经新闻台,P2p://starvod.xyz:19806/361e2ff18be5489d9085014cce64dba7
东森电影台,P2p://starvod.xyz:19806/6ea3540369244d86a78a408fab7734de
东森购物1台,P2p://starvod.xyz:19806/a4b68427ef214113bc94475d32cc4428
东森购物2台,P2p://starvod.xyz:19806/20401a7d32c445a787aecd170440e390
东森戏剧台,P2p://starvod.xyz:19806/cbe5f31727e84388807399c889aad1d3
东森新闻台,P2p://starvod.xyz:19806/a0b6c435056c4071b832f7ce232110ae
东森新闻台,P2p://starvod.xyz:19806/7954fbb364fa4e8eb5d148f0ce27f899
东森洋片台,P2p://starvod.xyz:19806/c96fcc121115445bbcb115f24d2a0a1a
东森幼幼台,P2p://starvod.xyz:19806/111ec43dbead45d78a0ce831efabd81e
东森综合台,P2p://starvod.xyz:19806/f38d6f78755a4fc6801b4e970d4545e6
动物星球,P2p://starvod.xyz:19806/68b6ed5382b84c7e9fe6f412174f506c
非凡商业台,P2p://starvod.xyz:19806/01b2f271b874465699c30992ac8259ed
非凡新闻台,P2p://starvod.xyz:19806/0464715a85664461bb47ea15ad8b5355
华视,P2p://starvod.xyz:19806/8828b16102ca45a886a038341a2e72eb
华视新闻,P2p://starvod.xyz:19806/c725337b582841a28c53bfab40756111
寰宇新闻台,P2p://starvod.xyz:19806/52a4ff0cb0f7452f82119dc0b580653d
寰宇新闻台湾台,P2p://starvod.xyz:19806/fbf5f4564104482a9504c9ada69ea6e9
靖天电影台,P2p://starvod.xyz:19806/25482b37459944f4b17ca4415dc6598b
靖天卡通台,P2p://starvod.xyz:19806/0198c0e2e5364fa2a1b7505b3b88d52d
靖天日本台,P2p://starvod.xyz:19806/7de37e8150904d51af697578eda84920
靖天戏剧台,P2p://starvod.xyz:19806/d545395a5309407a9c9e06aefc7273d1
靖天映画台,P2p://starvod.xyz:19806/02d53d73f3f448209ad9ef894e306701
靖天育乐台,P2p://starvod.xyz:19806/8e409f4614da4d1f832b4da9b0949251
靖天资讯台,P2p://starvod.xyz:19806/233b2871163140d3a88fee963efec7f7
靖天综合台,P2p://starvod.xyz:19806/26100f2409c2436f899caee0a679b586
靖洋卡通Nice Bingo,P2p://starvod.xyz:19806/b0de3ee659e748058943003ed12aa674
靖洋戏剧台,P2p://starvod.xyz:19806/f6e466bc96234d1e9633c10ff0f8bc42
镜新闻,P2p://starvod.xyz:19806/e49d9edb1be74375b43138bccc1fd5ed
客家电视台,P2p://starvod.xyz:19806/dd47f6fb7129465caf6aceaabaadbb26
历史频道,P2p://starvod.xyz:19806/14fe755fa76042dcb78b036004806cb2
龙华电影,P2p://starvod.xyz:19806/49aa099e0d6e4acda17fd7b4b21180f8
龙华偶像,P2p://starvod.xyz:19806/d392d5b145814cafb5a4e57f2559cc2a
龙华戏剧,P2p://starvod.xyz:19806/5498586f87cf4e28a2e02f3349536bf9
龙祥电影,P2p://starvod.xyz:19806/a4cf0bd50e0e4c399cf5bc7f10d8b147
美食星球,P2p://starvod.xyz:19806/84ef5c4283df4784bb1fb01ba466627f
美亚电影台HD,P2p://starvod.xyz:19806/d1175643ed8547a089ff04eac30f8fb7
民视,P2p://starvod.xyz:19806/75d98c40a9f64743bdbf2ab59b8754d6
民视第一台,P2p://starvod.xyz:19806/cf4047da7541487fa312869564020ac7
民视台湾台,P2p://starvod.xyz:19806/071c8c26a9a446768138a1b77825f6d8
民视新闻台,P2p://starvod.xyz:19806/e816d53913e84fb78818a5913ab3ba04
尼克儿童频道,P2p://starvod.xyz:19806/619967c39165486d9c43cac7632be0c8
年代新闻,P2p://starvod.xyz:19806/fd9796184bb741ef80e20dc404088625
霹雳台湾台,P2p://starvod.xyz:19806/a0b26422b0684852a0a247b793caca27
人间卫视,P2p://starvod.xyz:19806/0524623a90ed42f29896f1307fc577a0
